0	REN+A_1/0.4497/2	-1.8894	-1.8941	-1.8094	-1.8094	-1.2483	-1.4309	-1.8094	-1.8094	-1.8941	-1.8941	-1.8894	-1.8094	-1.8941	-1.8894	-1.8894	-1.8094	-1.8094	-1.8094	-1.4309	-1.4309	-1.4309	-1.8941	-1.8094	-1.4217	-1.4217	-1.8894	-1.8094	-1.8094	-1.2483	-1.4309	-1.2483	-1.2483	-1.4309	-1.4309	-1.2483	-1.2483	-1.4309	-1.4309	-1.4309	-1.4309	-1.8941	-1.8941	-1.8894	-1.8233	-1.2228	-1.8233	-1.8894	-1.8941	-1.8894	-1.8094	-1.8094	-1.8894	-1.3509	-1.8894	-1.8894	-1.6678	-1.8894	-1.8094	-1.2438	-1.4217	-1.2438	-1.8094	-1.8941	-1.8941	-1.3647	-1.6772	-1.8941	-1.8094	-1.8894	-1.8894	-1.8941	-2.1558	-1.7062	-2.1558	-2.2219	-2.2219	-1.8094	-1.2483	-1.8094	-1.8094	-1.2438	-1.8094	-1.8094	-1.4309	-1.4309	-1.8941	-1.8094	-1.8094	-1.4217	-1.3509	-1.3509	-1.3509	-1.3509	-1.8894	-1.8941	-1.4309	-1.4309	-1.8941	-1.8094	-1.2438	-1.2438	-1.4217	-1.2438	-1.2438	-1.2438	-1.8094	-1.2483	-1.2483	-1.8094	-1.8094	-1.2438	-1.8094	-1.8094	-1.2483	-1.8094	-1.8094	-1.2438	-1.8094	-1.8094	-1.2483	-1.8094	-1.8094	-1.2438	-1.8094	-1.8094	-1.8094	-1.8094	-1.8094	-1.2438	-1.8094	-1.2483	-1.2483	-1.2483	-1.4309	-1.4309	-1.4309	-1.4309	-1.4309	-1.4309	-1.2483	-1.4309	-1.4309	-1.4309	-1.8094	-1.8894	-1.4217	-1.3509
1	REN+A_10/0.45858/4	-1.4457	-1.3872	-1.4457	-1.9014	-1.6921	-1.9014	-1.8811	-1.8811	-1.8091	-1.2363	-1.8091	-1.2555	-1.4457	-1.4457	-1.4457	-1.2555	-1.4457	-1.2555	-1.4457	-1.4457	-1.9014	-1.9014	-1.9014	-1.8091	-1.8091	-1.8091	-1.2363	-1.8091	-1.8091	-1.8091	-1.4457	-1.4457	-1.4457	-1.3872	-1.3872	-1.4457	-1.3872	-1.4457	-1.2555	-1.2555	-1.8091	-1.2363	-1.2363	-1.8091	-1.9014	-1.4457	-1.4457	-1.4457	-1.8091	-1.8091	-1.8091	-1.8091	-1.8091	-1.8091	-1.2363	-1.8091	-1.8091	-1.8091	-1.4457	-1.9014	-1.9014	-1.8226	-1.8226	-1.8226	-1.9014	-1.9014	-1.4457	-1.4457	-1.8091	-1.8811	-1.3274	-1.5891	-1.5344	-2.1428	-2.2216	-2.2216	-1.9014	-1.8091	-1.8811	-1.8811	-1.8091	-1.2363	-1.4062	-1.2363	-1.2363	-1.2363	-1.8091	-1.8091	-1.8091	-1.8091	-1.8811	-1.4062	-1.2363	-1.2363	-1.4062	-1.4062	-1.8811	-1.8811	-1.8811	-1.8091	-1.4457	-1.2555	-1.4457	-1.4457	-1.9014	-1.8091	-1.8091	-1.2363	-1.4062	-1.4062	-1.4062	-1.4062	-1.4062	-1.8091	-1.4457	-1.4457	-1.3872	-1.3872	-1.4457	-1.2555	-1.8091	-1.4062	-1.8811	-1.8226	-1.2141	-1.2141	-1.8226	-1.8226	-1.8811	-1.9014	-1.4457	-1.4457	-1.2555	-1.8091	-1.8091	-1.8091	-1.9014	-1.9014	-1.4457	-1.2555	-1.4457	-1.4457	-1.4457	-1.4457	-1.4457	-1.4457	-1.2555
0	REN+A_100/0.54734/3	-1.3945	-1.3945	-1.3945	-1.3945	-1.3945	-1.7800	-1.7800	-1.7800	-1.4004	-1.4004	-1.1921	-1.7800	-1.7800	-1.1893	-1.7800	-1.7800	-1.4004	-1.4004	-1.3598	-1.3598	-1.3598	-1.4004	-1.8902	-1.8872	-1.8872	-1.6929	-1.2724	-1.8467	-1.8902	-1.8872	-1.7800	-1.1893	-1.3945	-1.3945	-1.1893	-1.3945	-1.3945	-1.3945	-1.3945	-1.3945	-1.7800	-1.7800	-1.4004	-1.3598	-1.3598	-1.3598	-1.6989	-1.8902	-1.7800	-1.8902	-1.7800	-1.7800	-1.8902	-1.6989	-1.8902	-1.8902	-1.4004	-1.4004	-1.4004	-1.4004	-1.8902	-1.6989	-1.8467	-1.8872	-1.8467	-1.8902	-1.7800	-1.1921	-1.4004	-1.7800	-1.8872	-2.1654	-1.7449	-1.7449	-1.7449	-1.7449	-1.2754	-1.8467	-1.8872	-1.7800	-1.4004	-1.1921	-1.1921	-1.1921	-1.7800	-1.3945	-1.3945	-1.3945	-1.3945	-1.3945	-1.1893	-1.3945	-1.3945	-1.3509	-1.8872	-1.6929	-1.8872	-1.8872	-1.7800	-1.3945	-1.7800	-1.8902	-1.8902	-1.6989	-1.6989	-1.8902	-1.7800	-1.7800	-1.7800	-1.1921	-1.7800	-1.7800	-1.7800	-1.7800	-1.7800	-1.7800	-1.7800	-1.8902	-1.7800	-1.7800	-1.4004	-1.3598	-1.3598	-1.3598	-1.6989	-1.6989	-1.8467	-1.8467	-1.8467	-1.6989	-1.8902	-1.4004	-1.4004	-1.8902	-1.7800	-1.8872	-1.6929	-1.3509	-1.8872	-1.6929	-1.6929	-1.8467	-1.2724	-1.0206	-1.2724	-1.8467	-1.6929
1	REN+A_101/0.5503/3	-1.8889	-1.8889	-1.7871	-1.8889	-1.4029	-1.4029	-1.4029	-1.3539	-1.4029	-1.8889	-1.7871	-1.8905	-1.3584	-1.6923	-1.8905	-1.8905	-1.7871	-1.4029	-1.4029	-1.3539	-1.6892	-1.0118	-1.6892	-1.6892	-1.8415	-1.6892	-1.8889	-1.8415	-1.6923	-1.8905	-1.3584	-1.3584	-1.8905	-1.8905	-1.6923	-1.8905	-1.6923	-1.6923	-1.8905	-1.8889	-1.8889	-1.4029	-1.2031	-1.7871	-1.2046	-1.4059	-1.3584	-1.3584	-1.4059	-1.4059	-1.4059	-1.2046	-1.2046	-1.4059	-1.4059	-1.7871	-1.8889	-1.8889	-1.4029	-1.4029	-1.7871	-1.4059	-1.4059	-1.4059	-1.3584	-1.4059	-1.2046	-1.4059	-1.4059	-1.7871	-1.8889	-2.1632	-2.1632	-2.1632	-2.2122	-1.8309	-1.4059	-1.4059	-1.3584	-1.3584	-1.3584	-1.0622	-1.3584	-1.4059	-1.4059	-1.7871	-1.4029	-1.4029	-1.4029	-1.3539	-1.4029	-1.4029	-1.3539	-1.3539	-1.4029	-1.3539	-1.4029	-1.4029	-1.4029	-1.8889	-1.7871	-1.8889	-1.7871	-1.7871	-1.2031	-1.4029	-1.2031	-1.7871	-1.7871	-1.8905	-1.4059	-1.3584	-1.4059	-1.4059	-1.4059	-1.8905	-1.8889	-1.8415	-1.2636	-1.2621	-1.8415	-1.8905	-1.7871	-1.4029	-1.2031	-1.2031	-1.2031	-1.4029	-1.2031	-1.4029	-1.4029	-1.3539	-1.4029	-1.4029	-1.7871	-1.8889	-1.8889	-1.8415	-1.8415	-1.6892	-1.8889	-1.8905	-1.8905	-1.8905	-1.4059	-1.4059	-1.4059
0	REN+A_103/0.5503/9	-1.8842	-1.3820	-1.1700	-1.3820	-1.3820	-1.3820	-1.3452	-1.3452	-1.8842	-1.6966	-1.8534	-1.8534	-1.2915	-1.2915	-1.7086	-1.8534	-1.8902	-1.7702	-1.7702	-1.7702	-1.3936	-1.3628	-1.3628	-1.3936	-1.3936	-1.7702	-1.1700	-1.1700	-1.7702	-1.8902	-1.3936	-1.8902	-1.7086	-1.8534	-1.6966	-1.0308	-1.6966	-1.0596	-1.0596	-1.6966	-1.8842	-1.8534	-1.7086	-1.3628	-1.8902	-1.8902	-1.7702	-1.1700	-1.3820	-1.1700	-1.1700	-1.1700	-1.3820	-1.1700	-1.7702	-1.7702	-1.8902	-1.8902	-1.8902	-1.7702	-1.8902	-1.7702	-1.7702	-1.8842	-1.8842	-1.3820	-1.3820	-1.7702	-1.1756	-1.3936	-1.3628	-1.6462	-2.1736	-2.1736	-2.2044	-2.2044	-1.7702	-1.3936	-1.8902	-1.8902	-1.8902	-1.7086	-1.8534	-1.8902	-1.8902	-1.8842	-1.3820	-1.1700	-1.3820	-1.3820	-1.1700	-1.7702	-1.8842	-1.8842	-1.8842	-1.8842	-1.3820	-1.3820	-1.3820	-1.8842	-1.8842	-1.8842	-1.7702	-1.3936	-1.7702	-1.8842	-1.8842	-1.8534	-1.8534	-1.8534	-1.8902	-1.7086	-1.8902	-1.7702	-1.3936	-1.3936	-1.1756	-1.1756	-1.3936	-1.3936	-1.3628	-1.7086	-1.2915	-1.8534	-1.8842	-1.3452	-1.3820	-1.7702	-1.8842	-1.8534	-1.8534	-1.2915	-1.2915	-1.7086	-1.7086	-1.3628	-1.3936	-1.3936	-1.3628	-1.3936	-1.3936	-1.3936	-1.7702	-1.7702	-1.8902	-1.8534	-1.2915
0	REN+A_105/0.55325/7	-1.7775	-1.7775	-1.7775	-1.4052	-1.3704	-1.3704	-1.3704	-1.7080	-1.8935	-1.8830	-1.8830	-1.8830	-1.7775	-1.8830	-1.7775	-1.3847	-1.3394	-1.3394	-1.3394	-1.0454	-1.0454	-1.3394	-1.3394	-1.3847	-1.7775	-1.4052	-1.4052	-1.3704	-1.3704	-1.3704	-1.4052	-1.4052	-1.7775	-1.7775	-1.7775	-1.7775	-1.8830	-1.8830	-1.8830	-1.3394	-1.6869	-1.8830	-1.8935	-1.7080	-1.3704	-1.8935	-1.8935	-1.8935	-1.7775	-1.8935	-1.8935	-1.8935	-1.8830	-1.8830	-1.3847	-1.1813	-1.7775	-1.1912	-1.1912	-1.7775	-1.8935	-1.8935	-1.8482	-1.8482	-1.8935	-1.8830	-1.8830	-1.7775	-1.7775	-1.8935	-1.3704	-1.8354	-2.1730	-2.1730	-2.1625	-2.1625	-1.6869	-1.8830	-1.8830	-1.8830	-1.3847	-1.1813	-1.3847	-1.8830	-1.8830	-1.8482	-1.8482	-1.8482	-1.8482	-1.7080	-1.8935	-1.8935	-1.3704	-1.3704	-1.4052	-1.3704	-1.3704	-1.8935	-1.7775	-1.8830	-1.3847	-1.3847	-1.7775	-1.7775	-1.1912	-1.1912	-1.4052	-1.1912	-1.4052	-1.8935	-1.7080	-1.8935	-1.8935	-1.8830	-1.7775	-1.1813	-1.1813	-1.7775	-1.4052	-1.4052	-1.4052	-1.4052	-1.7775	-1.1813	-1.7775	-1.7775	-1.8830	-1.7775	-1.8935	-1.7775	-1.8935	-1.8935	-1.7080	-1.7080	-1.7080	-1.8482	-1.7080	-1.8935	-1.8830	-1.6869	-1.8482	-1.6869	-1.2721	-1.8482	-1.8935	-1.7775	-1.4052
1	REN+A_108/0.55917/8	-1.7674	-1.7674	-1.1590	-1.7674	-1.7674	-1.8960	-1.4038	-1.4038	-1.1772	-1.4038	-1.4038	-1.8960	-1.7230	-1.7230	-1.8545	-1.6843	-1.8545	-1.6843	-1.0136	-1.0136	-1.6843	-1.3247	-1.8766	-1.8960	-1.4038	-1.8960	-1.7230	-1.8960	-1.8960	-1.7230	-1.3816	-1.3816	-1.3816	-1.4038	-1.7674	-1.7674	-1.1590	-1.1590	-1.3662	-1.1590	-1.3662	-1.3662	-1.3662	-1.7674	-1.7674	-1.7674	-1.7674	-1.8960	-1.7674	-1.7674	-1.4038	-1.4038	-1.1772	-1.4038	-1.3816	-1.4038	-1.8960	-1.7230	-1.8545	-1.8766	-1.6843	-1.8545	-1.6843	-1.8766	-1.6843	-1.8545	-1.8545	-1.8960	-1.8960	-1.3816	-1.3816	-1.8394	-2.1808	-1.7588	-2.1614	-2.1614	-1.8545	-1.8960	-1.4038	-1.3816	-1.4038	-1.1772	-1.4038	-1.4038	-1.1772	-1.4038	-1.3816	-1.3816	-1.3816	-1.1107	-1.3816	-1.3816	-1.4038	-1.3816	-1.3816	-1.3816	-1.8960	-1.7230	-1.8545	-1.8545	-1.8545	-1.8545	-1.8766	-1.7674	-1.7674	-1.8766	-1.8766	-1.6843	-1.6843	-1.0344	-1.3247	-1.8766	-1.7674	-1.7674	-1.1772	-1.4038	-1.1772	-1.1772	-1.7674	-1.7674	-1.3662	-1.8766	-1.8766	-1.8960	-1.7230	-1.3816	-1.3816	-1.7230	-1.7230	-1.8960	-1.8545	-1.8545	-1.8545	-1.8766	-1.8766	-1.8960	-1.8960	-1.4038	-1.8960	-1.8960	-1.7674	-1.1590	-1.3662	-1.7674	-1.8766	-1.6843	-1.6843
0	REN+A_11/0.46154/2	-1.8193	-1.8193	-1.4606	-1.4606	-1.3944	-1.3944	-1.4606	-1.2780	-1.4606	-1.4606	-1.4606	-1.3944	-1.3944	-1.3944	-1.4606	-1.4606	-1.4606	-1.4606	-1.8193	-1.9040	-1.9040	-1.8193	-1.8193	-1.4606	-1.2780	-1.2780	-1.4606	-1.9040	-1.8193	-1.9040	-1.9040	-1.8193	-1.8193	-1.8193	-1.8193	-1.8193	-1.8193	-1.8193	-1.8193	-1.2540	-1.4113	-1.4113	-1.2540	-1.4113	-1.4113	-1.2540	-1.8193	-1.8193	-1.2780	-1.8193	-1.9040	-1.8193	-1.8193	-1.8193	-1.4606	-1.2780	-1.2780	-1.2780	-1.8193	-1.2540	-1.2540	-1.2540	-1.8193	-1.2780	-1.2780	-1.8193	-1.8193	-1.2540	-1.8193	-1.9040	-1.3944	-1.6501	-1.5643	-2.1596	-2.1596	-2.2257	-1.8193	-1.8193	-1.8786	-1.4113	-1.4113	-1.3198	-1.8786	-1.8193	-1.9040	-1.9040	-1.4606	-1.2780	-1.4606	-1.2780	-1.2780	-1.4606	-1.4606	-1.4606	-1.4606	-1.4606	-1.2780	-1.8193	-1.2540	-1.2540	-1.2540	-1.8193	-1.8193	-1.8193	-1.8193	-1.8193	-1.8193	-1.2780	-1.2780	-1.2780	-1.8193	-1.2540	-1.8193	-1.8193	-1.9040	-1.4606	-1.4606	-1.4606	-1.4606	-1.2780	-1.2780	-1.8193	-1.2540	-1.8193	-1.8786	-1.8786	-1.8786	-1.8126	-1.6364	-1.8786	-1.8786	-1.8193	-1.8193	-1.2780	-1.8193	-1.8193	-1.9040	-1.9040	-1.9040	-1.4606	-1.4606	-1.8193	-1.2540	-1.2540	-1.8193	-1.8193	-1.4606
0	REN+A_110/0.55917/7	-1.8489	-1.8736	-1.7745	-1.1942	-1.4183	-1.7745	-1.7745	-1.7745	-1.7745	-1.7745	-1.1942	-1.4183	-1.9006	-1.7251	-1.9006	-1.7251	-1.7251	-1.1201	-1.3935	-1.7251	-1.9006	-1.8736	-1.3658	-1.3140	-1.3140	-1.3140	-1.8736	-1.6710	-1.6710	-1.8736	-1.8489	-1.8736	-1.9006	-1.4183	-1.4183	-1.4183	-1.3935	-1.9006	-1.9006	-1.7251	-1.9006	-1.7745	-1.1942	-1.4183	-1.7745	-1.8736	-1.8736	-1.8489	-1.6710	-1.8736	-1.7745	-1.9006	-1.9006	-1.4183	-1.9006	-1.8489	-1.8736	-1.3140	-1.3140	-1.3658	-1.7745	-1.7745	-1.4183	-1.4183	-1.4183	-1.1942	-1.7745	-1.1688	-1.1688	-1.7745	-1.9006	-1.8498	-2.1814	-2.1814	-2.2061	-1.6983	-1.7745	-1.4183	-1.9006	-1.9006	-1.9006	-1.8736	-1.3140	-1.3658	-1.8736	-1.6710	-1.8736	-1.7745	-1.7745	-1.3658	-1.7745	-1.7745	-1.9006	-1.9006	-1.3935	-1.4183	-1.4183	-1.4183	-1.9006	-1.7745	-1.7745	-1.9006	-1.9006	-1.4183	-1.3935	-1.3935	-1.3935	-1.3935	-1.7251	-1.7251	-1.0715	-1.0715	-1.7251	-1.1201	-1.3935	-1.3935	-1.4183	-1.3935	-1.4183	-1.9006	-1.9006	-1.9006	-1.9006	-1.7251	-1.3935	-1.4183	-1.4183	-1.7745	-1.1688	-1.7745	-1.7745	-1.7745	-1.7745	-1.9006	-1.8736	-1.8736	-1.8736	-1.9006	-1.7745	-1.4183	-1.4183	-1.4183	-1.1942	-1.4183	-1.7745	-1.9006	-1.8489
1	REN+A_111/0.56213/6	-1.8891	-1.8484	-1.8891	-1.6991	-1.8484	-1.8876	-1.7776	-1.7776	-1.3936	-1.1856	-1.7776	-1.8876	-1.6961	-1.8876	-1.8876	-1.3936	-1.7776	-1.1870	-1.7776	-1.7776	-1.8891	-1.7776	-1.7776	-1.1870	-1.7776	-1.1856	-1.1856	-1.7776	-1.8891	-1.3573	-1.6991	-1.0311	-1.6991	-1.8484	-1.8484	-1.8484	-1.6961	-1.2769	-1.2769	-1.6961	-1.6961	-1.8876	-1.3936	-1.1856	-1.3936	-1.7776	-1.8891	-1.8891	-1.8891	-1.8891	-1.8876	-1.3936	-1.3936	-1.8876	-1.7776	-1.1870	-1.7776	-1.8891	-1.8891	-1.8484	-1.2784	-1.0311	-1.6991	-1.6991	-1.6991	-1.8484	-1.8876	-1.8484	-1.8876	-1.8891	-1.3573	-1.6368	-2.1686	-2.1686	-2.2078	-1.8238	-1.3936	-1.3936	-1.3936	-1.3936	-1.7776	-1.8876	-1.7776	-1.8876	-1.8484	-1.8876	-1.8876	-1.8484	-1.6991	-1.8484	-1.2769	-1.8484	-1.8876	-1.3936	-1.7776	-1.1870	-1.1870	-1.3965	-1.3573	-1.3965	-1.8891	-1.6991	-1.8891	-1.7776	-1.8876	-1.7776	-1.7776	-1.7776	-1.7776	-1.1870	-1.7776	-1.7776	-1.7776	-1.8876	-1.6961	-1.8876	-1.3528	-1.0633	-1.6961	-1.8876	-1.8484	-1.8891	-1.3965	-1.1870	-1.3965	-1.1870	-1.1870	-1.7776	-1.7776	-1.1856	-1.7776	-1.7776	-1.1870	-1.7776	-1.7776	-1.7776	-1.8891	-1.8891	-1.3965	-1.8891	-1.8891	-1.8876	-1.8876	-1.8876	-1.7776	-1.7776	-1.1870
